20909	20909:925000	825000	925000	177	0.000754	-0.0027	-0.000200
20909	20909:945000	845000	945000	354	0.004884	0.002060	-0.003006
20909	20909:965000	865000	965000	646	0.0011	0.003800	0.002634
20909	20909:985000	885000	985000	293	-0.009989	0.007856	0.019284
20909	20909:1005000	905000	1005000	293	-0.009989	0.007856	0.019284
20909	20909:1105000	1005000	1105000	6	0.002894	0.0040	0.003030
20909	20909:1125000	1025000	1125000	6	0.002894	0.0040	0.003030
20909	20909:1565000	1465000	1565000	74	0.027434	-0.030987	0.192496
20909	20909:1585000	1485000	1585000	74	0.027434	-0.030987	0.192496
20909	20909:1785000	1685000	1785000	135	0.004435	-0.0016	0.005009
20909	20909:1805000	1705000	1805000	135	0.004435	-0.0016	0.005009
20909	20909:1825000	1725000	1825000	135	0.004435	-0.0016	0.005009
20909	20909:2425000	2325000	2425000	133	0.002794	0.018925	0.002349
20909	20909:2445000	2345000	2445000	133	0.002794	0.018925	0.002349
20909	20909:2465000	2365000	2465000	133	0.002794	0.018925	0.002349
20909	20909:2585000	2485000	2585000	120	0.002134	0.023193	0.003007
20909	20909:2605000	2505000	2605000	120	0.002134	0.023193	0.003007
20909	20909:2625000	2525000	2625000	120	0.002134	0.023193	0.003007
20909	20909:3045000	2945000	3045000	98	-0.001090	0.000625	0.006231
20909	20909:3065000	2965000	3065000	98	-0.001090	0.000625	0.006231
20909	20909:3145000	3045000	3145000	1	0.000522	-0.0002	0.004620
20909	20909:3165000	3065000	3165000	1	0.000522	-0.0002	0.004620
20909	20909:3225000	3125000	3225000	178	0.003860	0.002837	0.001880
20909	20909:3245000	3145000	3245000	178	0.003860	0.002837	0.001880
20909	20909:3265000	3165000	3265000	178	0.003860	0.002837	0.001880
20909	20909:3325000	3225000	3325000	4	0.003492	0.001896	0.006409
20909	20909:3345000	3245000	3345000	4	0.003492	0.001896	0.006409
20909	20909:3365000	3265000	3365000	4	0.003492	0.001896	0.006409
20909	20909:3505000	3405000	3505000	65	0.0841	-0.065385	0.210519
20909	20909:3525000	3425000	3525000	65	0.0841	-0.065385	0.210519
20909	20909:3545000	3445000	3545000	65	0.0841	-0.065385	0.210519
20909	20909:3905000	3805000	3905000	44	0.006785	0.003036	-0.000159
20909	20909:3925000	3825000	3925000	44	0.006785	0.003036	-0.000159
20909	20909:4285000	4185000	4285000	3	0.000315	0.011607	0.005416
20909	20909:4305000	4205000	4305000	3	0.000315	0.011607	0.005416
20909	20909:4325000	4225000	4325000	3	0.000315	0.011607	0.005416
20909	20909:4345000	4245000	4345000	0.002565	0.023632	0.002577	
20909	20909:4365000	4265000	4365000	0.002565	0.023632	0.002577	
20909	20909:4545000	4445000	4545000	23	0.002255	-0.001666	0.002887
20909	20909:4565000	4465000	4565000	23	0.002255	-0.001666	0.002887
20909	20909:4825000	4725000	4825000	18	-0.010757	0.010294	0.015898
20909	20909:4845000	4745000	4845000	18	-0.010757	0.010294	0.015898
20909	20909:4865000	4765000	4865000	18	-0.010757	0.010294	0.015898
20909	20909:5025000	4925000	5025000	88	0.141938	0.085606	-0.029270
20909	20909:5045000	4945000	5045000	88	0.141938	0.085606	-0.029270
20909	20909:5145000	5045000	5145000	0.002704	-0.002787	0.002437	
20909	20909:5165000	5065000	5165000	0.002704	-0.002787	0.002437	
20909	20909:5905000	5805000	5905000	159	0.013922	0.013144	-0.005767
20909	20909:5925000	5825000	5925000	159	0.013922	0.013144	-0.005767
20909	20909:5945000	5845000	5945000	94	0.012429	0.009803	-0.003947
20909	20909:6685000	6585000	6685000	49	0.002385	-0.002849	0.002757
20909	20909:6705000	6605000	6705000	0.002385	-0.002849	0.002757	
20909	20909:6725000	6625000	6725000	0.002385	-0.002849	0.002757	
20909	20909:6745000	6645000	6745000	3	0.0025	-0.003035	0.002571
20909	20909:6865000	6765000	6865000	74	0.007345	0.005733	-0.001727
20909	20909:6885000	6785000	6885000	74	0.007345	0.005733	-0.001727
20909	20909:7005000	6905000	7005000	9	0.002687	0.004287	0.003405
20909	20909:7025000	6925000	7025000	9	0.002687	0.004287	0.003405
20909	20909:7045000	6945000	7045000	53	-0.001744	-0.0062	0.003646
20909	20909:7065000	6965000	7065000	123	-0.001743	-0.0062	0.003646
20909	20909:7085000	6985000	7085000	123	-0.001743	-0.0062	0.003646
20909	20909:7205000	7105000	7205000	72	-0.001085	0.004533	0.006227
20909	20909:7225000	7125000	7225000	150	-0.001085	0.004533	0.006227
20909	20909:7245000	7145000	7245000	150	-0.001085	0.004533	0.006227
20909	20909:7265000	7165000	7265000	79	0.002330	-0.002794	0.002811
20909	20909:7385000	7285000	7385000	155	0.003677	0.004359	0.002649
20909	20909:7405000	7305000	7405000	155	0.003677	0.004359	0.002649
20909	20909:7425000	7325000	7425000	155	0.003677	0.004359	0.002649
20909	20909:7485000	7385000	7485000	118	-0.000472	0.002459	0.005617
20909	20909:7505000	7405000	7505000	118	-0.000472	0.002459	0.005617
20909	20909:7525000	7425000	7525000	118	-0.000472	0.002459	0.005617
20909	20909:7605000	7505000	7605000	0.005876	0.009855	-0.000478	
20909	20909:7625000	7525000	7625000	0.005876	0.009855	-0.000478	
