20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:925000	900000	925000	256	0.000532	-0.003346	-0.001417
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:950000	925000	950000	433	0.004644	0.001059	-0.003634
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:975000	950000	975000	478	-0.051393	0.203167	0.084637
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:1000000	975000	1000000	301	-0.056172	0.228572	0.094757
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:1100000	1075000	1100000	166	0.005252	0.003321	0.004612
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:1125000	1100000	1125000	166	0.005252	0.003321	0.004612
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:1575000	1550000	1575000	137	0.021716	-0.024970	0.190343
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:1600000	1575000	1600000	137	0.021716	-0.024970	0.190343
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:1800000	1775000	1800000	176	0.005657	-0.000975	0.003979
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:1825000	1800000	1825000	176	0.005657	-0.000975	0.003979
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:2425000	2400000	2425000	133	0.002989	0.021331	0.002154
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:2450000	2425000	2450000	133	0.002989	0.021331	0.002154
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:2600000	2575000	2600000	120	0.001371	0.022430	0.003770
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:2625000	2600000	2625000	120	0.001371	0.022430	0.003770
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:3050000	3025000	3050000	98	-0.001359	0.000895	0.006501
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:3075000	3050000	3075000	98	-0.001359	0.000895	0.006501
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:3150000	3125000	3150000	171	0.000485	0.000179	0.004657
20909.1_GCA_010015445.1	20909.1_GCA_010015445.1:3175000	3150000	3175000	237	0.006984	0.010482	0.003055
